Identifier,Term,Class,Class.Nbr,Section,Primary.Instruction.Section,Class.Description,Official.Grade,Status.Cd,Status.Reason,Enrolled.Hours,Add.Date,IPEDS.Ethnicity,X1st.Gen.College.Std.Flag,Mail.City,Mail.State.Cd,Mail.Country,Home.City,Home.State.Cd,Home.County,Home.Country,Academic.Level.Begin.of.Term,Cum.GPA,Total.Cum.Units,Total.NAU.Units,Primary.Academic.Program,Primary.Academic.Plan,Sub.Plan,Student.Campus,College.Cd,College,Division.Cd,Division,Unit.Cd,Unit,First.Term.Enrolled.Cd.Ugrd,First.Term.Enrolled.Cd.Grad,Last.Term.Enrolled,Class.Campus.Cd,Class.Campus,Instruction.Mode,Age,Sex,1st.Gen.College.Std.Flag,section_code,Passed,Passed_int,hw_submissions,hw_score_mean,hw_time_total_min,hw_fast_submit_rate,hw_available,hw_completion_rate,unit1_exam_score,Attendance...Participation.Final.Score,Pre.Class.Prep.Final.Score,Check.Your.Understanding.Final.Score,Friday.Funday.Final.Score,Module.Knowledge.Assessments.Final.Score,Module.Practice.Knowledge.Assessments.Final.Score,Final.Knowledge.Assessment.Final.Score,Study.Skills.Videos.Final.Score,Final.Score,Projects.Final.Score,Assignments.Final.Score
1124.0,1247.0,MAT 125,4726.0,6.0,,,B,,Enrolled,,,White,,,,,,,,USA,Freshman,2.91,30.0,11.0,,Engineering-Undecided,,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,N,1247-NA,True,1,68.0,89.50735294117646,1161.8333333333333,0.1323529411764706,157.0,0.43312101910828027,81.0,99.77,90.83,83.79,96.73,77.47,72.42,64.61,77.78,81.02,,
1125.0,1247.0,MAT 125,4726.0,6.0,,,A,,Enrolled,,,Two or More,,,,,,,,USA,Freshman,4.0,15.0,15.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,N,1247-NA,True,1,,,,,,,,85.47,99.09,97.81,86.67,93.18,48.88,95.0,77.78,92.12,,
1126.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,American Indian/Alaska Native,,,,,,,,USA,Graduate,4.0,39.0,39.0,,Pub Health - Health Prom(MPH),,Flagstaff Mountain,,,,,,,,,1251.0,FLGMT,,In Person,26.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1127.0,1247.0,MAT 125,4727.0,7.0,,,C,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Junior,3.06,74.0,18.0,,Construction Mgt (BS),,Flagstaff Mountain,,,,,,,1211.0,,1251.0,FLGMT,,In Person,25.0,Male,Y,1247-NA,True,1,66.0,79.32075757575758,1918.4666666666667,0.17647058823529413,157.0,0.42038216560509556,75.68,60.0,79.52,69.86,76.13,77.45,27.76,79.66,88.89,74.21,,
1128.0,1247.0,MAT 125,4727.0,7.0,,,C,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Sophomore,2.38,63.0,63.0,,Construction Mgt (BS),,Flagstaff Mountain,,,,,,,1227.0,,1251.0,FLGMT,,In Person,20.0,Male,N,1247-NA,True,1,66.0,83.13515151515152,2980.75,0.029411764705882353,157.0,0.42038216560509556,48.41,97.66,86.28,77.71,80.74,52.03,19.93,74.62,66.67,69.29,,
1129.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,2.63,27.0,19.0,,Construction Mgt (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,21.0,Male,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1130.0,1247.0,MAT 125,4727.0,7.0,,,W,,Withdrawn from Class,,,White,,,,,,,,USA,Sophomore,2.16,47.0,43.0,,Mathematics (BS),,Flagstaff Mountain,,,,,,,1227.0,,1241.0,FLGMT,,In Person,20.0,Male,N,1247-NA,False,0,37.0,15.97918918918919,318.5833333333333,0.8970588235294118,157.0,0.2356687898089172,0.0,,,,,,,,,,,
1131.0,1247.0,MAT 125,4727.0,7.0,,,F,,Enrolled,,,White,,,,,,,,USA,Sophomore,1.85,47.0,47.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1227.0,,1247.0,FLGMT,,In Person,20.0,Female,Y,1247-NA,False,0,34.0,1.276470588235294,6.7,0.9852941176470589,157.0,0.21656050955414013,0.0,6.38,0.29,1.53,0.0,0.0,0.0,0.0,0.0,1.17,,
1132.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,2.84,28.0,28.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1227.0,,1251.0,FLGMT,,In Person,20.0,Male,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1133.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,Hispanic/Latino,,,,,,,,USA,Sophomore,3.24,54.0,54.0,,Dental Hygiene (BSDH),,Flagstaff Mountain,,,,,,,1227.0,,1241.0,FLGMT,,In Person,21.0,Male,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1134.0,1247.0,MAT 125,4727.0,7.0,,,B,,Enrolled,,,White,,,,,,,,USA,Junior,3.04,84.0,75.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1227.0,,1251.0,FLGMT,,In Person,20.0,Male,N,1247-NA,True,1,66.0,85.27969696969697,1670.0,0.14705882352941177,157.0,0.42038216560509556,79.7,84.68,84.81,85.46,76.02,87.93,34.09,80.35,55.56,84.45,,
1135.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,Black/African American,,,,,,,,USA,Sophomore,1.55,32.0,32.0,,Software Engineering (BS),,Flagstaff Mountain,,,,,,,1227.0,,1241.0,FLGMT,,In Person,21.0,Male,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1136.0,1247.0,MAT 125,4727.0,7.0,,,C,,Enrolled,,,White,,,,,,,,USA,Freshman,3.16,44.0,44.0,,Ecol & Evol Biology (BS),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,20.0,Female,Y,1247-NA,True,1,66.0,85.43030303030302,5612.883333333333,0.11764705882352941,157.0,0.42038216560509556,86.22,89.18,85.56,79.35,89.17,65.92,43.87,48.0,66.67,69.72,,
1137.0,1247.0,MAT 125,4727.0,7.0,,,D,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Sophomore,3.16,57.0,45.0,,Biomedical Science (BS),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,19.0,Female,N,1247-NA,False,0,67.0,92.94537313432836,2109.116666666667,0.07352941176470588,157.0,0.4267515923566879,68.38,65.74,96.76,91.9,87.54,55.76,34.07,41.87,77.78,61.37,,
1138.0,1247.0,MAT 125,4727.0,7.0,,,F,,Enrolled,,,Two or More,,,,,,,,USA,Freshman,1.44,21.0,21.0,,MultDiscp Engineering (BS),Audio Engineering EMP,Flagstaff Mountain,,,,,,,1237.0,,1247.0,FLGMT,,In Person,19.0,Female,N,1247-NA,False,0,50.0,52.991800000000005,793.2,0.5,157.0,0.3184713375796178,72.37,38.51,43.44,41.37,46.98,41.51,3.5,0.0,11.11,33.26,,
1139.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Sophomore,3.49,48.0,42.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,19.0,Female,Y,1247-NA,False,0,68.0,96.06323529411765,2299.8166666666666,0.04411764705882353,157.0,0.43312101910828027,88.0,100.0,97.63,93.03,97.21,63.0,37.46,73.25,100.0,77.39,,
1140.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,Hispanic/Latino,,,,,,,,USA,Freshman,1.09,13.0,13.0,,Mech&Robot Engineering (BS),,Flagstaff Mountain,,,,,,,1234.0,,1241.0,FLGMT,,In Person,20.0,Male,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1141.0,1247.0,MAT 125,4727.0,7.0,,,B,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Freshman,3.21,40.0,40.0,,Electrical Engineering (BS),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,19.0,Male,Y,1247-NA,True,1,68.0,95.76455882352941,1911.0833333333335,0.10294117647058823,157.0,0.43312101910828027,83.53,100.0,88.5,99.0,100.0,79.67,65.4,63.61,88.89,83.68,,
1142.0,1247.0,MAT 125,4727.0,7.0,,,A,,Enrolled,,,Two or More,,,,,,,,USA,Junior,3.62,75.0,41.0,,Psychological Sciences (BS),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,20.0,Female,N,1247-NA,True,1,68.0,90.58588235294118,4027.0499999999997,0.014705882352941176,157.0,0.43312101910828027,100.0,100.0,93.74,92.88,88.95,95.54,64.51,95.25,88.89,95.27,,
1143.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,American Indian/Alaska Native,,,,,,,,USA,Freshman,1.81,44.0,44.0,,Forestry (BSF),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,20.0,Female,Y,1247-NA,False,0,68.0,79.91264705882354,3700.983333333333,0.16176470588235295,157.0,0.43312101910828027,52.34,90.11,86.53,75.43,69.94,53.03,23.11,66.01,62.5,65.49,,
1144.0,1247.0,MAT 125,4727.0,7.0,,,F,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Sophomore,1.81,34.0,22.0,,Electrical Engineering (BS),,Flagstaff Mountain,,,,,,,1237.0,,1247.0,FLGMT,,In Person,19.0,Male,Y,1247-NA,False,0,41.0,21.480731707317073,480.43333333333334,0.8235294117647058,157.0,0.2611464968152866,67.78,28.64,16.03,12.98,16.53,16.95,5.38,0.0,11.11,14.99,,
1145.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Sophomore,4.0,76.0,49.0,,SecEd-Hist&SSt (BSED),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,19.0,Female,N,1247-NA,False,0,,,,,,,,79.79,99.04,98.39,100.0,98.63,52.71,94.2,44.44,95.42,89.4,
1146.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,American Indian/Alaska Native,,,,,,,,USA,Freshman,1.55,27.0,27.0,,Computer Engineering (BS),,Flagstaff Mountain,,,,,,,1237.0,,1241.0,FLGMT,,In Person,19.0,Male,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1147.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Sophomore,3.33,57.0,42.0,,Politics & Government (BA),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,20.0,Male,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1148.0,1247.0,MAT 125,4727.0,7.0,,,B,,Enrolled,,,White,,,,,,,,USA,Junior,3.58,74.0,41.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,20.0,Female,Y,1247-NA,True,1,66.0,85.60712121212121,1786.7166666666667,0.11764705882352941,157.0,0.42038216560509556,91.4,84.0,75.93,87.09,98.31,78.6,34.83,65.37,77.78,79.64,,
1149.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,American Indian/Alaska Native,,,,,,,,USA,Freshman,1.71,12.0,12.0,,Cybersecurity (BS),,Flagstaff Mountain,,,,,,,1237.0,,1241.0,FLGMT,,In Person,20.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1150.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,American Indian/Alaska Native,,,,,,,,USA,Freshman,1.41,18.0,18.0,,Chemistry (BS),Health Preprofessional Emp,Flagstaff Mountain,,,,,,,1237.0,,1241.0,FLGMT,,In Person,19.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1151.0,1247.0,MAT 125,4727.0,7.0,,,W,,Withdrawn from Class,,,White,,,,,,,,USA,Freshman,3.5,6.0,6.0,,Electrical Engineering (BS),,Flagstaff Mountain,,,,,,,1237.0,,1247.0,FLGMT,,In Person,21.0,Female,N,1247-NA,False,0,37.0,10.907297297297298,166.86666666666667,0.9264705882352942,157.0,0.2356687898089172,0.0,,,,,,,,,,,
1152.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,3.2,33.0,16.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1153.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,4.0,22.0,14.0,,Music Performance (BMUS),Vocal Emphasis,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Female,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1154.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,4.0,27.0,14.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Male,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1155.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,2.13,15.0,13.0,,Software Engineering (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1156.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,Hispanic/Latino,,,,,,,,USA,Freshman,3.71,25.0,15.0,,Computer Engineering (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Male,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1157.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,American Indian/Alaska Native,,,,,,,,USA,Freshman,0.9,11.0,11.0,,Mechanical Engineering (BS),,Flagstaff Mountain,,,,,,,1237.0,,1241.0,FLGMT,,In Person,19.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1158.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,Black/African American,,,,,,,,USA,Freshman,3.71,21.0,14.0,,Electrical Engineering (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1159.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,Hispanic/Latino,,,,,,,,USA,Freshman,2.06,13.0,13.0,,Psychological Sciences (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1160.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,4.0,33.0,15.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,False,0,68.0,96.90808823529412,3497.2166666666667,0.10294117647058823,157.0,0.43312101910828027,82.6,100.0,97.81,94.66,100.0,87.15,43.14,88.5,88.89,91.51,,
1161.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,Black/African American,,,,,,,,USA,Freshman,3.77,35.0,15.0,,Psychological Sciences (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1162.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,Asian,,,,,,,,USA,Freshman,3.46,23.0,13.0,,Computer Engineering (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1163.0,1247.0,MAT 125,4727.0,7.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,4.0,15.0,15.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,67.0,90.19029850746269,2281.3166666666666,0.07352941176470588,157.0,0.4267515923566879,99.2,100.0,77.58,98.86,100.0,99.93,89.85,92.0,77.78,98.25,,
1164.0,1247.0,MAT 125,4727.0,7.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,3.81,16.0,16.0,,Civil Engineering (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,Y,1247-NA,True,1,68.0,97.87676470588235,2131.7333333333336,0.10294117647058823,157.0,0.43312101910828027,92.1,100.0,97.63,98.63,94.79,91.09,41.5,74.93,88.89,90.41,,
1165.0,1247.0,MAT 125,4727.0,7.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,4.0,39.0,16.0,,Exploratory,,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,67.0,90.75925373134328,1582.5666666666666,0.10294117647058823,157.0,0.4267515923566879,100.0,97.26,93.65,88.41,95.0,100.38,50.05,90.73,88.89,96.21,,
1166.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,3.86,43.0,15.0,,Music Performance (BMUS),Vocal Emphasis,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1167.0,1247.0,MAT 125,4727.0,7.0,,,A,,Enrolled,,,Two or More,,,,,,,,USA,Freshman,4.0,15.0,15.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,N,1247-NA,True,1,68.0,93.05455882352942,2963.2166666666667,0.10294117647058823,157.0,0.43312101910828027,85.9,89.47,90.28,93.21,98.13,90.2,46.62,91.0,88.89,91.34,,
1168.0,1247.0,MAT 125,4727.0,7.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,3.24,17.0,17.0,,MultDiscp Engineering (BS),Audio Engineering EMP,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,N,1247-NA,True,1,65.0,91.10292307692308,2330.7166666666667,0.1323529411764706,157.0,0.4140127388535032,90.0,92.98,91.53,88.95,99.9,91.07,41.61,84.48,55.56,90.73,,
1169.0,1247.0,MAT 125,4727.0,7.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,4.0,17.0,17.0,,Biomedical Science (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,True,1,67.0,96.07940298507462,3002.5666666666666,0.11764705882352941,157.0,0.4267515923566879,96.0,96.42,95.91,95.06,97.39,95.35,45.3,85.1,88.89,93.65,,
1170.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,3.73,21.0,15.0,,Construction Mgt (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,N,1247-NA,False,0,68.0,99.03794117647058,2553.7666666666664,0.014705882352941176,157.0,0.43312101910828027,101.0,97.89,100.0,100.0,99.51,98.25,60.78,87.0,88.89,96.24,,
1171.0,1247.0,MAT 125,4727.0,7.0,,,C,,Enrolled,,,Two or More,,,,,,,,USA,Freshman,2.39,26.0,26.0,,Astronomy (BS),,Flagstaff Mountain,,,,,,,1241.0,,1251.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,True,1,68.0,95.2214705882353,2600.8,0.04411764705882353,157.0,0.43312101910828027,97.75,91.49,99.71,92.71,99.58,69.56,44.8,60.5,88.89,76.58,,
1172.0,1247.0,MAT 125,4727.0,7.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,4.0,20.0,14.0,,Envrmtl & Sust Studies (BA),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Female,Y,1247-NA,True,1,68.0,96.00808823529412,3880.483333333333,0.0,157.0,0.43312101910828027,97.5,100.0,95.07,98.61,93.82,99.06,72.59,93.0,88.89,97.43,,
1173.0,1247.0,MAT 125,4727.0,7.0,,,C,,Enrolled,,,Black/African American,,,,,,,,USA,Freshman,2.43,14.0,14.0,,Computer Science (BSCS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,Y,1247-NA,True,1,68.0,83.95911764705883,5717.383333333333,0.11764705882352941,157.0,0.43312101910828027,92.11,78.72,79.75,83.64,88.13,75.57,35.28,67.0,77.78,76.42,,
1174.0,1247.0,MAT 125,4727.0,7.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,2.86,22.0,14.0,,ImmersiveMedia&Games (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Female,N,1247-NA,True,1,68.0,96.79014705882352,3381.266666666667,0.058823529411764705,157.0,0.43312101910828027,94.5,95.53,97.43,95.25,100.0,96.88,41.39,89.0,88.89,95.23,,
1175.0,1247.0,MAT 125,4727.0,7.0,,,,,Dropped (was enrolled),,,Hispanic/Latino,,,,,,,,USA,Freshman,4.0,37.0,15.0,,Computer Science (BSCS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,False,0,85.0,71.59988235294118,3969.15,0.5367647058823529,157.0,0.5414012738853503,45.955,93.33,81.12,96.58,100.0,88.81,61.14,82.6,55.56,90.18,,
1176.0,1247.0,MAT 125,4727.0,7.0,,,A,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Freshman,3.25,23.0,17.0,,Mechanical Engineering (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Male,N,1247-NA,True,1,68.0,97.93073529411765,4181.666666666667,0.10294117647058823,157.0,0.43312101910828027,88.77,98.74,98.48,96.31,99.91,94.27,48.14,75.0,55.56,91.9,,
1177.0,1247.0,MAT 125,4727.0,7.0,,,W,,Withdrawn from Class,,,Two or More,,,,,,,,USA,Freshman,2.54,12.0,12.0,,Civil Engineering (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Male,Y,1247-NA,False,0,55.0,50.709272727272726,2101.016666666667,0.5,157.0,0.3503184713375796,95.5,,,,,,,,,,,
